num_topics,coherence_cv,coherence_umass,coherence_uci,coherence_npmi,model
2,0.3315411263274769,-1.0454029203868282,-0.34102195231780824,-0.012623209951359599,<ldamallet.LdaMallet object at 0x14841a440>
3,0.44266910165355794,-1.1391161761207271,0.010872609643190983,0.016192572097099994,<ldamallet.LdaMallet object at 0x14841ac20>
4,0.42618699683773653,-1.2107412168822216,-0.1420107635353392,0.014765660930286079,<ldamallet.LdaMallet object at 0x16fb3f5b0>
5,0.4786933720519221,-1.170161331349059,0.1125620691239837,0.03304992469256811,<ldamallet.LdaMallet object at 0x16fb3f2e0>
6,0.4810786196855446,-1.2994125572064863,-0.07988375162161954,0.027654565785499758,<ldamallet.LdaMallet object at 0x16fb3cac0>
7,0.45776380930902055,-1.241998547206967,0.02606918446852167,0.028823982830865534,<ldamallet.LdaMallet object at 0x16fb3cf70>
8,0.49573150346121164,-1.3302640976887004,0.06391487069083868,0.03556401319559538,<ldamallet.LdaMallet object at 0x14841aec0>
9,0.494922776553088,-1.3500688041909683,0.07987564902596725,0.03783304299368571,<ldamallet.LdaMallet object at 0x1478e9450>
10,0.4813561245027797,-1.4381013120546935,-0.2862061191123952,0.022298193556755223,<ldamallet.LdaMallet object at 0x319d92a10>
